ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,JuegoID
6964,Mal funcionamiento,14/05/2024,Cerrada,['484-91-2920'],['MNT-05097'],7928057
6965,Rotura,28/12/2023,Abierta,['832-46-5408'],['MNT-13517'],9277920
6966,Vandalismo,20/11/2023,Abierta,['679-54-8075'],['MNT-11510'],5173936
6967,Mal funcionamiento,04/02/2024,Abierta,['663-06-2396'],['MNT-06005'],3963046
6968,Mal funcionamiento,25/03/2024,Abierta,['928-93-0502'],['MNT-13425'],4737872
6969,Vandalismo,18/06/2024,Abierta,['131-90-7573'],['MNT-07057'],33416
6970,Vandalismo,21/04/2024,Cerrada,['380-23-6388'],['MNT-14419'],59835
6971,Vandalismo,12/03/2024,Cerrada,['942-27-2767'],['MNT-04321'],21110
6972,Rotura,29/02/2024,Cerrada,['361-92-4702'],['MNT-04414'],9285376
6973,Vandalismo,15/04/2024,Abierta,['404-64-8828'],['MNT-02803'],3566823
6974,Vandalismo,06/07/2024,Cerrada,['654-95-3857'],['MNT-13230'],5270811
6975,Desgaste,29/08/2024,Cerrada,['610-72-4036'],['MNT-05938'],19474
6976,Mal funcionamiento,03/04/2024,Abierta,['612-87-1303'],"['MNT-10075', 'MNT-12292']",9291306
6977,Rotura,29/06/2024,Abierta,['147-88-7707'],['MNT-09121'],5602454
6978,Mal funcionamiento,23/02/2024,Abierta,['158-18-1062'],['MNT-14749'],451607
6979,Desgaste,05/04/2024,Cerrada,['922-29-0076'],['MNT-10086'],5182610
6980,Mal funcionamiento,23/02/2024,Cerrada,['875-59-0187'],['MNT-11768'],25783
6981,Desgaste,14/02/2024,Cerrada,['856-33-4099'],"['MNT-11705', 'MNT-12633']",59805
6982,Desgaste,23/12/2023,Abierta,['598-08-3051'],"['MNT-03918', 'MNT-04324', 'MNT-05868']",5241131
6983,Rotura,13/12/2023,Abierta,['237-49-8272'],"['MNT-10372', 'MNT-13891']",32895
6984,Mal funcionamiento,09/12/2023,Abierta,['456-37-4863'],"['MNT-07422', 'MNT-13233']",20028
6985,Rotura,27/01/2024,Abierta,['513-34-7690'],['MNT-07466'],5204957
6986,Desgaste,10/12/2023,Abierta,['829-18-7648'],['MNT-04436'],20777
6987,Desgaste,17/08/2024,Cerrada,['247-01-9374'],['MNT-04590'],4731206
6988,Vandalismo,21/03/2024,Abierta,['844-04-0683'],['MNT-06634'],3573390
6989,Desgaste,15/07/2024,Cerrada,['322-13-6148'],['MNT-06865'],4987704
6990,Desgaste,06/05/2024,Cerrada,['870-16-6113'],"['MNT-06996', 'MNT-13009', 'MNT-14794']",7128840
6991,Rotura,12/08/2024,Abierta,['529-66-1220'],['MNT-13649'],9220318
6992,Desgaste,15/12/2023,Abierta,['376-56-8749'],['MNT-06007'],9180746
6993,Rotura,20/03/2024,Cerrada,['003-70-8335'],['MNT-12694'],7107108
6994,Rotura,12/07/2024,Cerrada,['950-72-1059'],['MNT-01670'],58603
6995,Vandalismo,08/09/2024,Cerrada,['147-64-6003'],['MNT-03624'],60128
6996,Rotura,13/03/2024,Abierta,['593-69-8841'],['MNT-09704'],20483
6997,Mal funcionamiento,13/12/2023,Abierta,['981-77-5939'],['MNT-14441'],19496
6998,Desgaste,12/07/2024,Abierta,['323-52-0203'],['MNT-06860'],58594
6999,Rotura,07/06/2024,Abierta,['504-88-3954'],['MNT-01666'],8803532
7000,Rotura,29/04/2024,Abierta,['588-66-8689'],['MNT-03172'],7212546
7001,Rotura,24/08/2024,Abierta,['162-93-3377'],['MNT-11767'],9294101
7002,Mal funcionamiento,28/05/2024,Abierta,['231-38-6187'],['MNT-11986'],4792705
7003,Mal funcionamiento,24/01/2024,Cerrada,['833-23-8515'],"['MNT-11254', 'MNT-14093']",58107
7004,Desgaste,25/10/2023,Cerrada,['043-98-5521'],['MNT-12349'],59313
7005,Vandalismo,02/11/2023,Abierta,['743-57-7351'],['MNT-07659'],18742
7006,Desgaste,11/08/2024,Abierta,['285-92-9930'],"['MNT-02470', 'MNT-02892']",35206
7007,Desgaste,19/01/2024,Abierta,['167-15-2300'],['MNT-00405'],32595
7008,Mal funcionamiento,27/07/2024,Abierta,['351-62-6199'],['MNT-11652'],4745669
7009,Mal funcionamiento,21/04/2024,Cerrada,['826-41-0669'],['MNT-12698'],3576479
7010,Desgaste,29/02/2024,Cerrada,['433-90-2737'],['MNT-12886'],6778054
7011,Mal funcionamiento,22/12/2023,Abierta,['692-38-8990'],"['MNT-04720', 'MNT-11629']",34747
7012,Vandalismo,30/10/2023,Cerrada,['109-67-2193'],['MNT-12709'],4781564
7013,Vandalismo,19/02/2024,Cerrada,['359-12-3314'],['MNT-05290'],5658245
7014,Rotura,07/06/2024,Abierta,['482-39-7022'],['MNT-13935'],8820192
7015,Mal funcionamiento,25/02/2024,Cerrada,['129-22-0627'],['MNT-03670'],9276814
7016,Rotura,18/05/2024,Cerrada,['739-62-6486'],['MNT-06354'],58897
7017,Rotura,12/08/2024,Cerrada,['999-86-8828'],['MNT-12802'],21925
7018,Mal funcionamiento,16/08/2024,Abierta,['754-44-9226'],['MNT-11708'],8978620
7019,Mal funcionamiento,09/11/2023,Abierta,['630-59-4601'],['MNT-06730'],9050886
7020,Mal funcionamiento,01/06/2024,Cerrada,['380-26-3361'],['MNT-00168'],19215
7021,Rotura,22/12/2023,Abierta,['444-68-8163'],['MNT-08413'],32549
7022,Mal funcionamiento,23/09/2024,Abierta,['689-57-1552'],"['MNT-11644', 'MNT-12062']",59667
7023,Vandalismo,24/05/2024,Abierta,['294-78-3901'],['MNT-13822'],3581569
7024,Desgaste,28/10/2023,Abierta,['960-08-2359'],['MNT-12679'],21922
7025,Vandalismo,25/04/2024,Abierta,['994-10-5070'],['MNT-03569'],4987846
7026,Desgaste,19/08/2024,Cerrada,['070-60-7321'],['MNT-05438'],34190
7027,Desgaste,25/09/2024,Abierta,['226-68-0851'],['MNT-13919'],3577447
7028,Vandalismo,02/04/2024,Abierta,['626-60-8581'],"['MNT-02286', 'MNT-13702']",6842731
7029,Mal funcionamiento,01/07/2024,Abierta,['098-06-9723'],['MNT-07087'],4987803
7030,Vandalismo,15/07/2024,Cerrada,['718-53-6721'],['MNT-11876'],4730859
7031,Desgaste,17/12/2023,Cerrada,['674-98-4746'],['MNT-06475'],20717
7032,Rotura,05/02/2024,Abierta,['723-97-3508'],['MNT-14067'],3997052
7033,Desgaste,28/04/2024,Cerrada,['147-88-7707'],['MNT-09470'],21852
7034,Desgaste,05/07/2024,Cerrada,['864-52-9129'],['MNT-11118'],3581538
7035,Vandalismo,27/09/2024,Cerrada,['703-77-8514'],"['MNT-06300', 'MNT-07661']",5249140
7036,Desgaste,22/02/2024,Abierta,['006-45-0577'],['MNT-00299'],8803428
7037,Vandalismo,15/06/2024,Cerrada,['474-36-8532'],['MNT-11940'],22409
7038,Vandalismo,02/10/2024,Abierta,['776-25-5626'],['MNT-14043'],7896352
7039,Rotura,08/08/2024,Abierta,['446-45-0261'],['MNT-13759'],24973
7040,Vandalismo,17/12/2023,Abierta,['742-14-8646'],['MNT-09725'],8888583
7041,Desgaste,14/07/2024,Abierta,['788-01-9534'],"['MNT-06455', 'MNT-07811']",4987665
7042,Mal funcionamiento,21/01/2024,Abierta,['962-97-3511'],['MNT-01646'],3962827
7043,Desgaste,26/10/2023,Cerrada,['491-10-2646'],['MNT-08657'],25830
7044,Rotura,15/09/2024,Abierta,['627-32-2272'],['MNT-12972'],19739
7045,Rotura,14/01/2024,Abierta,['884-28-3262'],['MNT-06643'],5659852
7046,Desgaste,15/06/2024,Cerrada,['749-06-5613'],['MNT-07915'],5492379
7047,Desgaste,22/09/2024,Cerrada,['087-40-2296'],"['MNT-07906', 'MNT-08444']",59524
7048,Mal funcionamiento,25/02/2024,Abierta,['413-67-4549'],"['MNT-00624', 'MNT-07396', 'MNT-10083']",21651
7049,Mal funcionamiento,21/08/2024,Abierta,['816-98-9143'],"['MNT-00992', 'MNT-08699', 'MNT-10607', 'MNT-14910']",9177700
7050,Rotura,27/06/2024,Abierta,['574-64-4173'],['MNT-05038'],6761613
7051,Mal funcionamiento,16/11/2023,Abierta,['291-71-0393'],['MNT-10456'],22197
7052,Desgaste,06/07/2024,Cerrada,['282-14-7200'],['MNT-06408'],5068877
7053,Mal funcionamiento,12/02/2024,Cerrada,['904-53-5942'],['MNT-01406'],9398185
7054,Rotura,17/11/2023,Abierta,['403-19-0429'],['MNT-13999'],32799
7055,Mal funcionamiento,10/04/2024,Abierta,['321-34-7360'],['MNT-12642'],21969
7056,Vandalismo,16/12/2023,Abierta,['902-99-9443'],['MNT-08696'],21496
7057,Desgaste,08/10/2024,Abierta,['092-54-9865'],['MNT-14949'],9312961
7058,Vandalismo,02/06/2024,Abierta,['169-30-5915'],['MNT-04421'],58447
7059,Desgaste,25/07/2024,Cerrada,['171-55-2016'],['MNT-03525'],32983
7060,Rotura,01/04/2024,Abierta,['440-12-6244'],"['MNT-11870', 'MNT-12753']",5211396
7061,Desgaste,11/10/2023,Abierta,['274-52-7536'],"['MNT-11605', 'MNT-12426']",7135411
7062,Mal funcionamiento,19/07/2024,Cerrada,['963-82-9051'],['MNT-04331'],9290999
7063,Vandalismo,18/01/2024,Cerrada,['609-13-8058'],"['MNT-00846', 'MNT-00856']",20310
7064,Mal funcionamiento,29/07/2024,Cerrada,['254-87-9195'],"['MNT-01410', 'MNT-13661']",9291618
7065,Mal funcionamiento,16/03/2024,Cerrada,['413-92-6707'],['MNT-07299'],58693
7066,Vandalismo,24/03/2024,Abierta,['160-52-6665'],['MNT-10170'],6878762
7067,Rotura,07/04/2024,Cerrada,['895-45-7637'],['MNT-03710'],9297660
7068,Mal funcionamiento,15/01/2024,Abierta,['534-03-3174'],['MNT-12318'],59046
7069,Vandalismo,25/07/2024,Abierta,['733-60-1172'],['MNT-01562'],3566744
7070,Mal funcionamiento,28/01/2024,Cerrada,['349-71-9421'],"['MNT-07254', 'MNT-10948']",33953
7071,Desgaste,09/11/2023,Abierta,['354-57-4284'],['MNT-03590'],5241115
7072,Desgaste,02/01/2024,Abierta,['370-12-4785'],['MNT-03171'],21889
7073,Rotura,23/12/2023,Cerrada,['994-25-1996'],['MNT-05822'],6878770
7074,Rotura,27/07/2024,Abierta,['554-87-1687'],['MNT-09864'],20318
7075,Rotura,08/11/2024,Abierta,['880-87-7085'],['MNT-13935'],8820192
7076,Desgaste,21/11/2023,Cerrada,['674-69-6520'],"['MNT-14099', 'MNT-14976']",5239213
7077,Vandalismo,28/06/2024,Abierta,['790-82-2362'],['MNT-00149'],5231453
7078,Desgaste,19/08/2024,Cerrada,['378-34-1939'],['MNT-01124'],5601894
7079,Vandalismo,01/09/2024,Abierta,['660-17-5238'],['MNT-04784'],451538
7080,Mal funcionamiento,17/06/2024,Cerrada,['962-09-9712'],['MNT-10959'],7112826
7081,Rotura,11/05/2024,Abierta,['661-99-4895'],['MNT-11809'],53121
7082,Mal funcionamiento,15/06/2024,Abierta,['823-08-7699'],['MNT-09012'],19729
7083,Mal funcionamiento,24/07/2024,Abierta,['120-49-7705'],['MNT-08133'],34977
7084,Rotura,02/05/2024,Cerrada,['853-74-4849'],['MNT-08240'],24753
7085,Desgaste,07/01/2024,Abierta,['124-66-3234'],['MNT-04290'],18871
7086,Vandalismo,20/06/2024,Abierta,['006-05-7199'],['MNT-08812'],21615
7087,Desgaste,25/09/2024,Cerrada,['420-46-0026'],"['MNT-12593', 'MNT-14375']",7248132
7088,Vandalismo,14/06/2024,Cerrada,['197-20-1401'],['MNT-01839'],5219518
7089,Vandalismo,26/03/2024,Cerrada,['063-58-5461'],['MNT-01163'],7247896
7090,Vandalismo,01/03/2024,Abierta,['817-95-4326'],['MNT-13954'],24971
7091,Rotura,06/02/2024,Cerrada,['939-52-3865'],['MNT-00982'],59445
7092,Rotura,31/08/2024,Cerrada,['067-58-2956'],['MNT-14890'],9187546
7093,Rotura,25/04/2024,Abierta,['183-05-5276'],['MNT-14663'],9433289
7094,Vandalismo,03/03/2024,Cerrada,['979-89-4579'],"['MNT-01879', 'MNT-07454']",7591685
7095,Vandalismo,02/06/2024,Cerrada,['881-65-0567'],['MNT-09797'],21276
7096,Vandalismo,06/11/2023,Cerrada,['539-24-9908'],['MNT-05497'],24961
7097,Desgaste,14/04/2024,Abierta,['428-20-8781'],"['MNT-07182', 'MNT-12859']",19508
7098,Vandalismo,09/10/2024,Abierta,['159-62-2903'],['MNT-14000'],9157605
7099,Mal funcionamiento,06/12/2023,Cerrada,['805-78-2358'],"['MNT-10919', 'MNT-11258']",25875
7100,Vandalismo,16/09/2024,Abierta,['549-54-9721'],['MNT-04494'],9291328
7101,Vandalismo,18/04/2024,Cerrada,['263-34-2193'],['MNT-11368'],7928430
7102,Vandalismo,22/09/2024,Abierta,['484-20-9438'],['MNT-09167'],19447
7103,Mal funcionamiento,29/01/2024,Abierta,['626-29-8297'],"['MNT-00802', 'MNT-08409']",21139
7104,Mal funcionamiento,19/03/2024,Cerrada,['528-76-2216'],['MNT-13622'],5211180
7105,Rotura,24/09/2024,Cerrada,['085-85-0826'],['MNT-08697'],9446272
7106,Desgaste,10/07/2024,Cerrada,['135-63-2200'],"['MNT-08904', 'MNT-10228']",25815
7107,Desgaste,03/04/2024,Abierta,['468-69-6894'],"['MNT-08623', 'MNT-12475']",33326
7108,Vandalismo,21/02/2024,Cerrada,['153-07-3591'],['MNT-14595'],7896549
7109,Rotura,20/06/2024,Cerrada,['416-95-2816'],['MNT-12597'],5268590
7110,Desgaste,07/08/2024,Cerrada,['193-57-1368'],"['MNT-05961', 'MNT-13265']",9387387
7111,Mal funcionamiento,21/01/2024,Cerrada,['109-29-4225'],['MNT-08350'],9157757
7112,Mal funcionamiento,12/11/2023,Abierta,['303-28-0548'],['MNT-03311'],22107
7113,Vandalismo,19/01/2024,Cerrada,['214-35-6929'],['MNT-04167'],21811
7114,Desgaste,22/12/2023,Cerrada,['493-62-5819'],['MNT-05686'],22233
7115,Mal funcionamiento,03/11/2024,Abierta,['253-48-1970'],['MNT-01617'],53185
7116,Vandalismo,17/01/2024,Abierta,['056-89-2104'],"['MNT-04016', 'MNT-05780']",58781
7117,Mal funcionamiento,21/05/2024,Cerrada,['946-68-8491'],"['MNT-02533', 'MNT-12325', 'MNT-13888']",33196
7118,Rotura,07/02/2024,Abierta,['325-54-0037'],['MNT-09872'],20826
7119,Desgaste,22/03/2024,Abierta,['711-81-4856'],['MNT-03505'],3567944
7120,Vandalismo,03/12/2023,Cerrada,['177-20-9474'],"['MNT-08135', 'MNT-12792']",33810
7121,Vandalismo,18/10/2023,Cerrada,['281-01-7718'],['MNT-13313'],9492978
7122,Mal funcionamiento,17/09/2024,Cerrada,['030-73-5418'],['MNT-11491'],7902158
7123,Vandalismo,22/07/2024,Abierta,['936-88-8374'],['MNT-12645'],20645
7124,Rotura,19/12/2023,Abierta,['897-57-5252'],['MNT-08500'],4988055
7125,Rotura,23/05/2024,Cerrada,['104-69-4154'],"['MNT-03096', 'MNT-09504']",6782683
7126,Vandalismo,15/03/2024,Abierta,['066-61-4129'],['MNT-08113'],20147
7127,Desgaste,23/01/2024,Abierta,['636-63-3165'],['MNT-00582'],33044
7128,Desgaste,21/06/2024,Cerrada,['452-24-7539'],['MNT-08267'],21963
7129,Mal funcionamiento,02/09/2024,Cerrada,['090-12-2546'],['MNT-13822'],3581569
7130,Rotura,25/04/2024,Cerrada,['639-75-0964'],"['MNT-01737', 'MNT-05394', 'MNT-06911', 'MNT-07752']",25698
7131,Vandalismo,06/08/2024,Abierta,['718-62-8481'],"['MNT-10318', 'MNT-13917']",9446839
7132,Rotura,24/09/2024,Cerrada,['698-52-5306'],['MNT-09890'],9050879
7133,Desgaste,07/06/2024,Cerrada,['064-52-9888'],['MNT-09938'],58833
7134,Mal funcionamiento,12/04/2023,Cerrada,['250-90-6009'],['MNT-06846'],58925
7135,Vandalismo,11/11/2023,Cerrada,['023-97-1148'],['MNT-06372'],53036
7136,Vandalismo,04/03/2024,Cerrada,['593-87-4437'],['MNT-12357'],7872670
7137,Mal funcionamiento,16/02/2024,Abierta,['280-62-2915'],['MNT-00720'],34095
7138,Rotura,13/09/2024,Abierta,['107-49-5917'],['MNT-14339'],4737865
7139,Mal funcionamiento,03/02/2024,Abierta,['614-16-9184'],"['MNT-11210', 'MNT-13099']",21255
7140,Vandalismo,25/07/2024,Cerrada,['772-59-4544'],"['MNT-00695', 'MNT-01570', 'MNT-11079']",53224
7141,Mal funcionamiento,30/07/2024,Cerrada,['385-25-6591'],['MNT-13905'],7356680
7142,Mal funcionamiento,20/03/2024,Cerrada,['857-04-6423'],"['MNT-04887', 'MNT-12245']",7107096
7143,Vandalismo,14/03/2024,Cerrada,['637-76-4228'],['MNT-01646'],3962827
7144,Vandalismo,19/03/2024,Cerrada,['065-64-5944'],['MNT-08081'],21629
7145,Rotura,03/12/2023,Cerrada,['263-57-0833'],['MNT-11399'],9193102
7146,Vandalismo,23/08/2024,Cerrada,['493-49-9404'],['MNT-02289'],7862153
7147,Desgaste,02/05/2024,Abierta,['197-83-8049'],['MNT-13628'],4730836
7148,Mal funcionamiento,16/05/2024,Abierta,['512-07-9786'],"['MNT-02312', 'MNT-04197']",3577450
7149,Vandalismo,18/06/2024,Cerrada,['404-10-1370'],['MNT-06125'],6761352
7150,Rotura,22/09/2024,Abierta,['159-61-6756'],['MNT-02364'],21728
7151,Vandalismo,07/02/2024,Cerrada,['515-20-1111'],"['MNT-00669', 'MNT-11133']",59182
7152,Desgaste,14/11/2023,Abierta,['646-68-5072'],"['MNT-04406', 'MNT-08692']",25708
7153,Mal funcionamiento,03/05/2024,Cerrada,['156-94-6803'],['MNT-07413'],33812
7154,Mal funcionamiento,30/12/2023,Abierta,['397-74-4593'],"['MNT-01289', 'MNT-05473']",8914024
7155,Mal funcionamiento,22/11/2023,Cerrada,['809-74-1662'],"['MNT-06296', 'MNT-09927']",3573983
7156,Desgaste,14/08/2024,Abierta,['398-62-9543'],"['MNT-02333', 'MNT-04246']",58282
7157,Vandalismo,04/08/2024,Cerrada,['672-28-7495'],['MNT-13880'],5492833
7158,Desgaste,29/04/2024,Abierta,['885-57-6046'],['MNT-14115'],9387384
7159,Desgaste,21/07/2024,Abierta,['039-22-1924'],"['MNT-05410', 'MNT-05513']",8944001
7160,Vandalismo,13/12/2023,Cerrada,['564-09-4442'],['MNT-14057'],5659242
7161,Vandalismo,05/07/2024,Abierta,['888-18-8566'],"['MNT-11699', 'MNT-12542']",58900
7162,Rotura,08/07/2024,Cerrada,['035-06-2817'],"['MNT-08685', 'MNT-12562']",4731661
7163,Rotura,30/03/2024,Cerrada,['404-16-0305'],['MNT-11487'],21314
7164,Desgaste,24/11/2023,Abierta,['591-06-7826'],['MNT-02963'],9295175
7165,Vandalismo,15/02/2024,Abierta,['506-84-9196'],"['MNT-13194', 'MNT-13689']",7838891
7166,Mal funcionamiento,20/01/2024,Cerrada,['956-96-0245'],['MNT-05639'],33948
7167,Vandalismo,13/09/2024,Cerrada,['179-53-6413'],['MNT-07066'],9427252
7168,Rotura,21/12/2023,Cerrada,['668-38-3014'],['MNT-03363'],5209529
7169,Vandalismo,20/07/2024,Abierta,['814-13-1286'],['MNT-04714'],58492
7170,Mal funcionamiento,10/12/2024,Abierta,['427-83-1299'],"['MNT-05920', 'MNT-13051', 'MNT-14611']",21212
7171,Rotura,27/07/2024,Cerrada,['345-34-8607'],['MNT-00356'],58360
7172,Rotura,26/04/2024,Cerrada,['415-28-0099'],"['MNT-03584', 'MNT-04150', 'MNT-12103']",3593620
7173,Mal funcionamiento,01/12/2023,Cerrada,['745-66-7355'],"['MNT-00393', 'MNT-02854']",9397992
7174,Rotura,19/04/2024,Abierta,['880-36-0797'],['MNT-14717'],19354
7175,Rotura,28/12/2023,Cerrada,['157-41-5436'],"['MNT-05010', 'MNT-10110']",4994746
7176,Vandalismo,20/05/2024,Cerrada,['142-30-5668'],['MNT-00937'],33291
7177,Rotura,08/03/2024,Abierta,['245-30-0573'],['MNT-00786'],3567982
7178,Mal funcionamiento,23/02/2024,Abierta,['742-87-4106'],['MNT-07670'],5226191
7179,Vandalismo,28/08/2024,Abierta,['493-65-9782'],"['MNT-03397', 'MNT-14078']",52864
7180,Rotura,06/02/2024,Cerrada,['416-45-3560'],"['MNT-08372', 'MNT-09325']",35138
7181,Desgaste,01/05/2024,Cerrada,['185-93-2988'],"['MNT-02168', 'MNT-04267', 'MNT-05472']",22452
7182,Vandalismo,20/08/2024,Abierta,['162-76-9355'],['MNT-09663'],7243276
7183,Mal funcionamiento,29/05/2024,Abierta,['371-22-5714'],['MNT-14569'],58151
7184,Vandalismo,03/05/2024,Cerrada,['733-28-7996'],['MNT-11512'],3960635
7185,Vandalismo,23/02/2024,Cerrada,['946-79-0736'],['MNT-04758'],4989395
7186,Vandalismo,25/01/2024,Cerrada,['232-24-5359'],['MNT-12850'],58019
7187,Rotura,23/09/2024,Abierta,['329-23-3719'],"['MNT-00531', 'MNT-04908', 'MNT-11191']",7887310
7188,Vandalismo,30/10/2023,Abierta,['836-30-2034'],['MNT-03648'],34146
7189,Mal funcionamiento,17/01/2024,Cerrada,['834-88-0535'],['MNT-10826'],3573451
7190,Rotura,17/09/2024,Cerrada,['063-32-9698'],['MNT-09033'],33150
7191,Mal funcionamiento,08/09/2024,Cerrada,['565-27-9676'],['MNT-05699'],9223810
7192,Vandalismo,18/01/2024,Cerrada,['526-99-9132'],['MNT-12205'],9288630
7193,Desgaste,27/09/2024,Cerrada,['333-39-4821'],['MNT-02397'],3845315
7194,Vandalismo,29/07/2024,Cerrada,['646-71-7328'],['MNT-11628'],9391938
7195,Desgaste,18/03/2024,Abierta,['530-36-5896'],['MNT-08871'],52997
7196,Mal funcionamiento,08/05/2024,Cerrada,['157-64-0727'],['MNT-09663'],7243276
7197,Vandalismo,04/10/2024,Cerrada,['386-27-9825'],"['MNT-05258', 'MNT-10688']",4990334
7198,Rotura,01/03/2024,Cerrada,['591-51-1361'],['MNT-04520'],25002
7199,Rotura,29/08/2024,Abierta,['744-40-7622'],['MNT-11075'],4738016
7200,Mal funcionamiento,21/08/2024,Abierta,['549-12-3860'],['MNT-13865'],20041
7201,Desgaste,24/03/2024,Cerrada,['678-34-5905'],['MNT-02377'],7168683
7202,Desgaste,25/03/2024,Abierta,['797-52-5628'],['MNT-06834'],21610
7203,Desgaste,08/05/2024,Abierta,['935-76-0825'],['MNT-02179'],20190
7204,Rotura,26/12/2023,Cerrada,['769-79-9632'],['MNT-07367'],4995104
7205,Mal funcionamiento,19/05/2024,Cerrada,['537-15-4634'],['MNT-03620'],33776
7206,Mal funcionamiento,07/07/2024,Abierta,['646-01-4028'],['MNT-02041'],8803006
7207,Vandalismo,23/02/2024,Cerrada,['062-73-7752'],['MNT-08507'],33250
7208,Mal funcionamiento,06/04/2024,Cerrada,['209-10-4820'],['MNT-11645'],21441
7209,Rotura,18/03/2024,Cerrada,['186-70-0634'],['MNT-08032'],5492467
7210,Mal funcionamiento,05/11/2023,Cerrada,['611-81-2777'],['MNT-00647'],19359
7211,Vandalismo,27/09/2024,Cerrada,['744-22-0088'],"['MNT-00381', 'MNT-14650']",53218
7212,Rotura,10/10/2024,Abierta,['666-57-2024'],['MNT-01658'],20431
7213,Vandalismo,26/08/2024,Abierta,['586-72-2841'],['MNT-07856'],8888426
7214,Rotura,13/01/2024,Abierta,['228-13-8126'],['MNT-10480'],59802
7215,Mal funcionamiento,08/01/2024,Abierta,['586-72-2841'],['MNT-02680'],59042
7216,Mal funcionamiento,26/08/2024,Abierta,['747-86-5831'],"['MNT-05412', 'MNT-10572']",7858371
7217,Rotura,12/05/2024,Cerrada,['947-09-7093'],['MNT-09158'],34010
7218,Desgaste,19/06/2024,Abierta,['334-29-7681'],['MNT-06881'],9049858
7219,Mal funcionamiento,19/03/2024,Abierta,['390-89-9680'],"['MNT-08851', 'MNT-10761']",7125256
7220,Mal funcionamiento,21/02/2024,Cerrada,['512-84-7885'],['MNT-11355'],3581478
7221,Mal funcionamiento,03/10/2024,Abierta,['110-27-9625'],['MNT-14864'],33191
7222,Rotura,15/07/2024,Cerrada,['970-87-1746'],['MNT-12400'],5659070
7223,Vandalismo,04/09/2024,Cerrada,['964-68-6702'],"['MNT-02159', 'MNT-04757']",33904
7224,Rotura,10/05/2024,Abierta,['227-94-6480'],['MNT-05681'],59218
7225,Desgaste,15/05/2024,Abierta,['064-36-8720'],['MNT-06643'],5659852
7226,Rotura,06/06/2024,Abierta,['271-58-5822'],['MNT-14206'],8930734
7227,Vandalismo,21/09/2024,Abierta,['668-52-2056'],['MNT-01333'],9285390
7228,Vandalismo,22/10/2023,Abierta,['552-86-1961'],['MNT-00631'],7896568
7229,Rotura,06/09/2024,Abierta,['922-33-6408'],['MNT-05493'],59585
7230,Rotura,05/11/2023,Abierta,['277-82-9415'],['MNT-09510'],24812
7231,Vandalismo,05/10/2024,Cerrada,['290-89-2769'],['MNT-03542'],7896738
7232,Mal funcionamiento,02/10/2024,Abierta,['228-83-3117'],['MNT-01045'],3962974
7233,Vandalismo,23/04/2024,Cerrada,['256-01-2492'],['MNT-10986'],3593156
7234,Rotura,23/12/2023,Abierta,['535-60-6151'],['MNT-13985'],9294751
7235,Mal funcionamiento,17/03/2024,Abierta,['060-83-4978'],['MNT-14435'],9149761
7236,Rotura,17/10/2023,Cerrada,['494-25-4986'],['MNT-05724'],34072
7237,Desgaste,07/05/2024,Abierta,['218-03-5755'],['MNT-05509'],5239370
7238,Vandalismo,10/07/2024,Cerrada,['627-01-5665'],['MNT-09034'],21381
7239,Mal funcionamiento,17/05/2024,Cerrada,['216-83-9683'],['MNT-14219'],32918
7240,Mal funcionamiento,07/01/2024,Abierta,['178-40-6600'],['MNT-14885'],58092
7241,Rotura,07/10/2024,Abierta,['862-29-6165'],['MNT-09693'],9193361
7242,Mal funcionamiento,15/02/2024,Abierta,['741-93-3988'],['MNT-08434'],9291626
7243,Mal funcionamiento,03/01/2024,Cerrada,['483-02-3727'],['MNT-11024'],3566159
7244,Rotura,14/08/2024,Abierta,['929-06-5512'],"['MNT-04504', 'MNT-14876']",3577089
7245,Desgaste,27/07/2024,Cerrada,['291-71-0393'],['MNT-06450'],35119
7246,Mal funcionamiento,03/04/2024,Abierta,['397-27-3859'],['MNT-14729'],9129843
7247,Mal funcionamiento,27/05/2024,Abierta,['853-74-0928'],['MNT-05012'],22000
7248,Rotura,30/08/2024,Cerrada,['716-98-2804'],['MNT-00505'],3580326
7249,Mal funcionamiento,26/02/2024,Abierta,['327-66-2571'],"['MNT-05237', 'MNT-12167']",57944
7250,Vandalismo,27/06/2024,Abierta,['568-41-0457'],['MNT-11869'],34852
7251,Mal funcionamiento,14/11/2023,Abierta,['448-02-0766'],['MNT-10074'],7211901
7252,Rotura,07/12/2023,Cerrada,['345-64-4775'],['MNT-09042'],7890631
7253,Mal funcionamiento,08/01/2024,Abierta,['591-84-2993'],['MNT-14396'],9495129
7254,Rotura,15/08/2024,Abierta,['003-46-2674'],['MNT-06608'],33602
7255,Rotura,18/06/2024,Abierta,['788-91-2599'],['MNT-09012'],19729
7256,Rotura,08/07/2024,Abierta,['399-32-8015'],"['MNT-06310', 'MNT-13671']",59651
7257,Desgaste,26/11/2023,Cerrada,['913-35-4025'],['MNT-08378'],9180742
7258,Mal funcionamiento,23/05/2024,Abierta,['619-42-6713'],['MNT-11961'],9180721
7259,Mal funcionamiento,10/11/2024,Abierta,['480-01-1122'],['MNT-10025'],7889386
7260,Desgaste,24/09/2024,Cerrada,['732-87-5918'],['MNT-05016'],9052169
7261,Vandalismo,09/11/2024,Abierta,['974-05-4834'],['MNT-12437'],8976376
